id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1434112653259573474,Albany Stylish Room minutes to Downtown.,466790114,Zohar,,ELEVENTH WARD,42.680525565301686,-73.7852461638938,Entire home/apt,45,1,1,2025-07-12,0.53,22,361,1,
1435590570769303352,Apartment in the heart of Downtown Albany,167102397,Nathan,,SIXTH WARD,42.65422697397571,-73.76720390736077,Entire home/apt,73,2,7,2025-08-18,2.80,1,159,7,
1435797229942642808,Global Entry Unit # 1 (2nd Floor Walk-up),130497392,Dale,,SIXTH WARD,42.65759,-73.7652,Entire home/apt,234,7,0,,,2,365,0,
1439472202376740681,Timelessly Restored 2-Bed Fl 2 Apt @DowntownAlbany,44434571,Earl Vanze,,SECOND WARD,42.64439,-73.75296,Entire home/apt,102,1,12,2025-09-01,4.62,11,349,12,
1441615290727481693,Room close to AMed and St peters,652223872,Umit,,TENTH WARD,42.66035,-73.78296,Private room,44,3,2,2025-07-30,0.79,3,365,2,
1447202556849361134,/Red Den Apartment\3bed1bath,52123673,Joseph,,THIRTEENTH WARD,42.66951,-73.78736,Entire home/apt,148,2,1,2025-07-20,0.61,3,363,1,
1448501719166920474,Comfy & Convenient 2-Bed Fl 1 Apt @DowntownAlbany,44434571,Earl Vanze,,SECOND WARD,42.64587,-73.75356,Entire home/apt,89,1,3,2025-08-23,1.41,11,364,3,
1450136720901316807,A charming apartment.,675767467,Jeffrey,,SECOND WARD,42.64535,-73.75678,Entire home/apt,59,2,11,2025-09-03,7.50,2,332,11,
1450156329560932974,Spacious convenient to Hospital and capital,675767467,Jeffrey,,SECOND WARD,42.645104811339436,-73.75712113379716,Entire home/apt,56,2,6,2025-08-30,3.53,2,274,6,
1453492870365548802,Comfy Albany Budget,696324825,Martin,,ELEVENTH WARD,42.67956421080125,-73.78413873235537,Entire home/apt,71,1,0,,,4,95,0,
1453492932761928507,Clean Albany by Shops,696324825,Martin,,ELEVENTH WARD,42.67843985371701,-73.78219894053687,Entire home/apt,72,1,1,2025-08-02,0.83,4,94,1,
1453493003584640545,Standard Albany | Central,696324825,Martin,,ELEVENTH WARD,42.67878121331852,-73.78212919711405,Entire home/apt,72,1,2,2025-08-10,1.40,4,95,2,
1453613438210134104,Modern Albany Queen | Shops,696324825,Martin,,ELEVENTH WARD,42.67966,-73.78224,Entire home/apt,69,1,0,,,4,95,0,
1454413975547667690,Cozy Albany Space with Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67725,-73.78034,Entire home/apt,46,1,2,2025-09-03,1.50,22,365,2,
1454415655361201543,Albany Cozy  room W/Breakfast Close to Downtown,466790114,Zohar,,FIFTH WARD,42.67619,-73.78121,Entire home/apt,43,1,2,2025-08-04,1.36,22,365,2,
1454417108090792705,Albany Modern Room W/Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67639,-73.78086,Entire home/apt,42,1,4,2025-08-16,2.35,22,365,4,
1454418356838968327,Albany Modern room W/Breakfast Close to Downtown,466790114,Zohar,,FIFTH WARD,42.67612,-73.78092,Entire home/apt,45,1,12,2025-09-03,5.54,22,364,12,
1455799924350084157,Charming 1 Bedroom House,37769478,Erion,,TENTH WARD,42.66355584811417,-73.7934588865277,Entire home/apt,96,2,5,2025-08-18,2.68,12,310,5,
1456068648939807762,"safe, Cozy Stay in Albany NY",159966670,Manzur,,FOURTEENTH WARD,42.6647,-73.79427,Private room,51,1,11,2025-08-22,5.59,1,351,11,
1459126168828019962,The Dove's Nest of Albany,363028988,Roland,,FOURTEENTH WARD,42.6677,-73.80023,Private room,48,2,2,2025-07-29,1.11,1,344,2,
1459718314728545998,Historic Downtown Albany 2 Bdrm,272907816,Angela,,SECOND WARD,42.64604,-73.75419,Entire home/apt,105,2,3,2025-08-04,1.84,3,30,3,
1462505515338851900,Cozy Luxury Brownstone Stay w/ Yard & Parking,181867269,Andres,,SECOND WARD,42.64403,-73.75853,Entire home/apt,126,1,8,2025-08-24,5.71,2,342,8,
1464782804892875821,Cozy Historic 2BR • Private Deck • Garage Parking,181867269,Andres,,SECOND WARD,42.64491,-73.7594,Entire home/apt,126,1,3,2025-08-19,2.31,2,355,3,
1465797274904716360,Downtown Living Space,418250661,Stephanie,,THIRD WARD,42.65704,-73.75167,Entire home/apt,90,14,0,,,2,351,0,
1468113967156529966,Albany Cozy Hotel 2 beds room Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67627,-73.78226,Entire home/apt,44,1,0,,,22,365,0,
1468116522806636814,Cozy Albany Room W/Breakfast minutes to Downtown,466790114,Zohar,,FIFTH WARD,42.67663,-73.78053,Entire home/apt,42,1,3,2025-08-23,2.57,22,365,3,
1468119019136340688,Central Albany Hotel Room Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67602,-73.78066,Entire home/apt,45,1,0,,,22,365,0,
1468802371483451790,Sunny top floor unit w/parking,232967878,Diana,,TWELFTH WARD,42.673270710708785,-73.79141634248552,Entire home/apt,142,2,0,,,21,88,0,
1470493488040078187,The Madison- Work Friendly Apt with Parking,564967431,Stephanie,,SIXTH WARD,42.65116120175577,-73.76489493995905,Entire home/apt,64,2,0,,,3,308,0,
1472122509160785254,Bright & Airy 1 BDRM Private Apt,47625981,Linda,,FOURTH WARD,42.65791,-73.74669,Entire home/apt,104,1,2,2025-08-03,1.46,18,358,2,
1473485941065182946,Slate private queen room near AMC,20536619,Emily,,TENTH WARD,42.66295,-73.78792,Private room,68,28,1,2025-07-31,0.79,13,79,1,
1473500943932986440,"Silver private queen room, central location",20536619,Emily,,TENTH WARD,42.66241617967561,-73.78837960927946,Private room,66,28,0,,,13,88,0,
1473509751949424528,"Ivory private queen, walk to AMC",20536619,Emily,,TENTH WARD,42.66325814454161,-73.78982669559142,Private room,95,28,0,,,13,178,0,
1476084665532782592,Sienna private queen near AMC,20536619,Emily,,TENTH WARD,42.66232293480178,-73.78771391087372,Private room,70,28,1,2025-08-11,1,13,140,1,
1476780998285613744,Downtown Luxe- Steps to MVP Arena & NYS Capital,710552538,Jonathan,,THIRD WARD,42.6498098,-73.75325649999999,Entire home/apt,52,2,2,2025-08-25,2,1,299,2,
1477111453930200793,Ontario's Luxe House,10279606,Noriyuki,,NINTH WARD,42.65547,-73.78949,Entire home/apt,164,1,5,2025-09-05,5,4,343,5,
1477115953609986339,Global Entry Unit # 2 (3rd Floor Walk-up),130497392,Dale,,SIXTH WARD,42.65787363814481,-73.76544767506958,Entire home/apt,238,7,0,,,2,365,0,
1477468172276783780,Black&Gold Spacious 4br/1ba flat,20536619,Emily,,TENTH WARD,42.66344,-73.78752,Entire home/apt,261,21,0,,,13,49,0,
1479180592963909643,Room close to AMC and St Peter’s,652223872,Umit,,TENTH WARD,42.659317,-73.7837261,Private room,51,3,3,2025-08-15,2.65,3,362,3,
1479696659954496070,Central Albany Retreat | Walk Everywhere + Parking,19648678,Terra,,SIXTH WARD,42.6523779,-73.7671603,Entire home/apt,85,1,0,,,5,358,0,
1481862654824444067,Elegant Albany room with Breakfast Next Downtown,466790114,Zohar,,ELEVENTH WARD,42.67808,-73.78208,Entire home/apt,45,1,0,,,22,365,0,
1481865863422349835,Albany Lovely room Next to Downtown W/Breakfast,466790114,Zohar,,FIFTH WARD,42.675801777825,-73.78036874911213,Entire home/apt,42,1,0,,,22,363,0,
1481869272871304149,Albany Cozy space with Breakfast Next to Downtown,466790114,Zohar,,FIFTH WARD,42.67736,-73.78108,Entire home/apt,49,1,1,2025-08-18,1,22,364,1,
1482199242377376639,Elegant Albany Room W/Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.680940501431586,-73.7846106000441,Entire home/apt,48,1,2,2025-08-20,2,22,365,2,
1484941170076843642,Master Room – Best City Location,534733076,Danyal,,SIXTH WARD,42.65287673481187,-73.7688223645091,Private room,79,1,2,2025-08-24,2,2,365,2,
1485723149961736573,Albany Lovely room with Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68205,-73.7846,Entire home/apt,39,1,0,,,22,365,0,
1485726503410193437,Albany Cozy room W/Breakfast minutes to Downtown,466790114,Zohar,,ELEVENTH WARD,42.68211,-73.78306,Entire home/apt,45,1,1,2025-08-27,1,22,365,1,
1486971933919777260,Budget Friendly 2 BDRM with Modern Amenities WILL1,65282034,Diana,,SIXTH WARD,42.65406,-73.76964,Entire home/apt,100,1,3,2025-08-29,3,1,362,3,
1498161268794053659,Apartment in Albany,111760206,Rachel,,SIXTH WARD,42.65334,-73.76605,Entire home/apt,59,1,0,,,1,340,0,
1498884258657376096,Cozy Room - Best City Location,534733076,Danyal,,SIXTH WARD,42.653261512538336,-73.76980902840452,Private room,57,1,2,2025-09-04,2,2,361,2,
1503537470526077849,The Old Blue Space,426223840,Antonio,,ELEVENTH WARD,42.66452327071085,-73.77739963718653,Entire home/apt,117,1,0,,,1,365,0,
